Gene	Module	kME
6455	UNCLASSIFIED	NA
6456	P1_I9_M1	0.9
6457	UNCLASSIFIED	NA
6458	UNCLASSIFIED	NA
6459	UNCLASSIFIED	NA
6460	P1_I9_M1	0.84
6461	UNCLASSIFIED	NA
6462	UNCLASSIFIED	NA
6463	UNCLASSIFIED	NA
6464	P1_I9_M2	0.96
6465	UNCLASSIFIED	NA
6466	P1_I9_M2	0.96
6467	P1_I9_M1	0.95
6468	P1_I9_M1	0.89
6469	P3_I5_M3	0.82
6470	P1_I9_M4	0.89
6471	UNCLASSIFIED	NA
6472	UNCLASSIFIED	NA
6473	UNCLASSIFIED	NA
6474	P1_I9_M2	0.86
6475	P1_I9_M3	0.85
6476	UNCLASSIFIED	NA
6477	UNCLASSIFIED	NA
6478	UNCLASSIFIED	NA
6479	P1_I9_M3	0.9
6480	UNCLASSIFIED	NA
6481	P1_I9_M1	0.87
6482	UNCLASSIFIED	NA
6483	P1_I9_M2	0.89
6484	UNCLASSIFIED	NA
6485	P1_I9_M5	0.83
6486	UNCLASSIFIED	NA
6487	UNCLASSIFIED	NA
6488	P1_I9_M2	0.96
6489	P1_I9_M2	0.82
6490	UNCLASSIFIED	NA
6491	UNCLASSIFIED	NA
6492	P2_I6_M5	0.87
6493	P1_I9_M2	0.84
6494	P1_I9_M1	0.83
6495	P1_I9_M3	0.9
6496	P1_I9_M1	0.94
6497	P4_I3_M2	0.9
6498	UNCLASSIFIED	NA
6499	UNCLASSIFIED	NA
6500	P1_I9_M1	0.85
6501	P1_I9_M3	0.91
6502	P1_I9_M2	0.86
6503	P1_I9_M2	0.94
6504	UNCLASSIFIED	NA
6505	P1_I9_M2	0.97
6506	P1_I9_M2	0.88
6507	P1_I9_M2	0.92
6508	P1_I9_M1	0.95
6509	UNCLASSIFIED	NA
6510	P1_I9_M1	0.91
6511	P2_I6_M1	0.85
6512	P2_I6_M1	0.89
6513	P2_I6_M8	0.81
6514	P3_I5_M1	0.93
6515	UNCLASSIFIED	NA
6516	UNCLASSIFIED	NA
6517	UNCLASSIFIED	NA
6518	P3_I5_M3	0.82
6519	P1_I9_M2	0.89
6520	UNCLASSIFIED	NA
6521	P1_I9_M1	0.96
6522	P1_I9_M5	0.94
6523	P2_I6_M1	0.83
6524	UNCLASSIFIED	NA
6525	UNCLASSIFIED	NA
6526	UNCLASSIFIED	NA
6527	UNCLASSIFIED	NA
6528	P1_I9_M2	0.96
6529	UNCLASSIFIED	NA
6530	P1_I9_M2	0.85
6531	P2_I6_M7	0.82
6532	UNCLASSIFIED	NA
6533	P1_I9_M1	0.86
6534	UNCLASSIFIED	NA
6535	P1_I9_M2	0.88
6536	P1_I9_M2	0.91
6537	P1_I9_M3	0.85
6538	P3_I5_M1	0.84
6539	UNCLASSIFIED	NA
6540	UNCLASSIFIED	NA
6541	P1_I9_M2	0.92
6542	UNCLASSIFIED	NA
6543	P1_I9_M1	0.93
6544	UNCLASSIFIED	NA
6545	UNCLASSIFIED	NA
6546	UNCLASSIFIED	NA
6547	P1_I9_M2	0.91
6548	UNCLASSIFIED	NA
6549	UNCLASSIFIED	NA
6550	UNCLASSIFIED	NA
6551	P2_I6_M9	0.86
6552	UNCLASSIFIED	NA
6553	UNCLASSIFIED	NA
6554	UNCLASSIFIED	NA
6555	P1_I9_M2	0.91
6556	P2_I6_M2	0.85
6557	UNCLASSIFIED	NA
6558	UNCLASSIFIED	NA
6559	UNCLASSIFIED	NA
6560	UNCLASSIFIED	NA
6561	P1_I9_M3	0.91
6562	P2_I6_M5	0.83
6563	UNCLASSIFIED	NA
6564	UNCLASSIFIED	NA
6565	UNCLASSIFIED	NA
6566	P2_I6_M2	0.81
6567	P1_I9_M1	0.87
6568	P1_I9_M1	0.91
6569	P2_I6_M3	0.88
6570	UNCLASSIFIED	NA
6571	P2_I6_M3	0.94
6572	P1_I9_M3	0.85
6573	P1_I9_M1	0.94
6574	UNCLASSIFIED	NA
6575	UNCLASSIFIED	NA
6576	P2_I6_M3	0.85
6577	P1_I9_M1	0.96
6578	UNCLASSIFIED	NA
6579	UNCLASSIFIED	NA
6580	P1_I9_M1	0.95
6581	P2_I6_M4	0.94
6582	P1_I9_M1	0.86
6583	P2_I6_M5	0.86
6584	UNCLASSIFIED	NA
6585	UNCLASSIFIED	NA
6586	UNCLASSIFIED	NA
6587	P1_I9_M2	0.93
6588	UNCLASSIFIED	NA
6589	P1_I9_M2	0.92
6590	P1_I9_M2	0.98
6591	P1_I9_M2	0.94
6592	UNCLASSIFIED	NA
6593	UNCLASSIFIED	NA
6594	UNCLASSIFIED	NA
6595	P1_I9_M2	0.96
6596	P2_I6_M4	0.94
6597	UNCLASSIFIED	NA
6598	P1_I9_M1	0.94
6599	P2_I6_M7	0.83
6600	P2_I6_M8	0.85
6601	UNCLASSIFIED	NA
6602	UNCLASSIFIED	NA
6603	P1_I9_M2	0.92
6604	P2_I6_M8	0.93
6605	P1_I9_M2	0.81
6606	P1_I9_M1	0.92
6607	UNCLASSIFIED	NA
6608	UNCLASSIFIED	NA
6609	UNCLASSIFIED	NA
6610	UNCLASSIFIED	NA
6611	P2_I6_M4	0.87
6612	P2_I6_M4	0.86
6613	P1_I9_M2	0.9
6614	P1_I9_M2	0.94
6615	UNCLASSIFIED	NA
6616	UNCLASSIFIED	NA
6617	UNCLASSIFIED	NA
6618	UNCLASSIFIED	NA
6619	UNCLASSIFIED	NA
6620	P1_I9_M1	0.92
6621	P1_I9_M1	0.98
6622	P4_I3_M2	0.8
6623	P1_I9_M1	0.97
6624	UNCLASSIFIED	NA
6625	UNCLASSIFIED	NA
6626	P2_I6_M4	0.87
6627	UNCLASSIFIED	NA
6628	UNCLASSIFIED	NA
6629	UNCLASSIFIED	NA
6630	P1_I9_M1	0.97
6631	P2_I6_M8	0.85
6632	P2_I6_M10	0.88
6633	P2_I6_M2	0.86
6634	UNCLASSIFIED	NA
6635	UNCLASSIFIED	NA
6636	UNCLASSIFIED	NA
6637	UNCLASSIFIED	NA
6638	P1_I9_M4	0.93
6639	P2_I6_M7	0.85
6640	UNCLASSIFIED	NA
6641	P1_I9_M2	0.87
6642	UNCLASSIFIED	NA
6643	UNCLASSIFIED	NA
6644	P1_I9_M1	0.91
6645	P2_I6_M10	0.93
6646	UNCLASSIFIED	NA
6647	P1_I9_M2	0.94
6648	P1_I9_M2	0.94
6649	UNCLASSIFIED	NA
6650	P2_I6_M5	0.85
6651	P1_I9_M1	0.88
6652	P1_I9_M2	0.82
6653	P1_I9_M2	0.88
6654	P1_I9_M1	0.9
6655	P2_I6_M1	0.83
6656	P4_I3_M1	0.89
6657	UNCLASSIFIED	NA
6658	UNCLASSIFIED	NA
6659	P2_I6_M8	0.89
6660	UNCLASSIFIED	NA
6661	P1_I9_M1	0.96
6662	P2_I6_M6	0.92
6663	P2_I6_M3	0.87
6664	UNCLASSIFIED	NA
6665	P1_I9_M2	0.91
6666	UNCLASSIFIED	NA
6667	P1_I9_M2	0.95
6668	P1_I9_M1	0.87
6669	P2_I6_M10	0.85
6670	UNCLASSIFIED	NA
6671	UNCLASSIFIED	NA
6672	P2_I6_M4	0.94
6673	UNCLASSIFIED	NA
6674	P1_I9_M2	0.88
6675	P2_I6_M4	0.84
6676	P1_I9_M2	0.93
6677	UNCLASSIFIED	NA
6678	UNCLASSIFIED	NA
6679	P1_I9_M2	0.91
6680	UNCLASSIFIED	NA
6681	UNCLASSIFIED	NA
6682	P1_I9_M1	0.84
6683	UNCLASSIFIED	NA
6684	P2_I6_M4	0.86
6685	P1_I9_M2	0.82
6686	UNCLASSIFIED	NA
6687	UNCLASSIFIED	NA
6688	UNCLASSIFIED	NA
6689	P1_I9_M1	0.96
6690	P1_I9_M2	0.97
6691	UNCLASSIFIED	NA
6692	P2_I6_M2	0.93
6693	P1_I9_M2	0.95
6694	UNCLASSIFIED	NA
6695	P1_I9_M1	0.91
6696	P1_I9_M2	0.86
6697	P1_I9_M3	0.93
6698	UNCLASSIFIED	NA
6699	P4_I3_M1	0.84
6700	P1_I9_M1	0.89
6701	UNCLASSIFIED	NA
6702	P1_I9_M2	0.95
6703	P1_I9_M2	0.98
6704	UNCLASSIFIED	NA
6705	P1_I9_M2	0.92
6706	UNCLASSIFIED	NA
6707	P1_I9_M2	0.84
6708	UNCLASSIFIED	NA
6709	UNCLASSIFIED	NA
6710	UNCLASSIFIED	NA
6711	UNCLASSIFIED	NA
6712	UNCLASSIFIED	NA
6713	P2_I6_M7	0.9
6714	UNCLASSIFIED	NA
6715	UNCLASSIFIED	NA
6716	UNCLASSIFIED	NA
6717	P4_I3_M2	0.87
6718	P4_I3_M1	0.83
6719	UNCLASSIFIED	NA
6720	P1_I9_M6	0.96
6721	P1_I9_M2	0.96
6722	UNCLASSIFIED	NA
6723	P1_I9_M4	0.96
6724	UNCLASSIFIED	NA
6725	UNCLASSIFIED	NA
6726	P2_I6_M2	0.82
6727	P2_I6_M9	0.81
6728	P2_I6_M4	0.92
6729	P1_I9_M3	0.87
6730	P1_I9_M3	0.91
6731	P1_I9_M1	0.85
6732	P1_I9_M3	0.94
6733	P2_I6_M2	0.81
6734	UNCLASSIFIED	NA
6735	UNCLASSIFIED	NA
6736	UNCLASSIFIED	NA
6737	UNCLASSIFIED	NA
6738	UNCLASSIFIED	NA
6739	UNCLASSIFIED	NA
6740	P2_I6_M1	0.88
6741	P1_I9_M2	0.86
6742	P2_I6_M6	0.96
6743	P1_I9_M1	0.82
6744	P2_I6_M5	0.8
6745	P1_I9_M1	0.97
6746	UNCLASSIFIED	NA
6747	P2_I6_M8	0.93
6748	UNCLASSIFIED	NA
6749	P2_I6_M4	0.97
6750	P1_I9_M2	0.94
6751	P1_I9_M2	0.94
6752	P2_I6_M2	0.82
6753	P1_I9_M2	0.84
6754	P1_I9_M1	0.93
6755	P1_I9_M1	0.95
6756	P1_I9_M2	0.88
6757	P1_I9_M1	0.93
6758	UNCLASSIFIED	NA
6759	P2_I6_M6	0.84
6760	UNCLASSIFIED	NA
6761	UNCLASSIFIED	NA
6762	P1_I9_M1	0.92
6763	UNCLASSIFIED	NA
6764	UNCLASSIFIED	NA
6765	P1_I9_M2	0.96
6766	UNCLASSIFIED	NA
6767	P1_I9_M2	0.85
6768	P1_I9_M1	0.95
6769	UNCLASSIFIED	NA
6770	P1_I9_M2	0.91
6771	UNCLASSIFIED	NA
6772	P2_I6_M1	0.81
6773	UNCLASSIFIED	NA
6774	P2_I6_M2	0.84
6775	UNCLASSIFIED	NA
6776	UNCLASSIFIED	NA
6777	P1_I9_M1	0.98
6778	P2_I6_M10	0.93
6779	UNCLASSIFIED	NA
6780	UNCLASSIFIED	NA
6781	UNCLASSIFIED	NA
6782	UNCLASSIFIED	NA
6783	P1_I9_M4	0.88
6784	P2_I6_M1	0.81
6785	UNCLASSIFIED	NA
6786	UNCLASSIFIED	NA
6787	UNCLASSIFIED	NA
6788	P1_I9_M1	0.97
6789	P1_I9_M2	0.87
6790	UNCLASSIFIED	NA
6791	UNCLASSIFIED	NA
6792	UNCLASSIFIED	NA
6793	P1_I9_M1	0.92
6794	P1_I9_M2	0.87
6795	P2_I6_M8	0.81
6796	UNCLASSIFIED	NA
6797	P1_I9_M1	0.91
6798	UNCLASSIFIED	NA
6799	P2_I6_M4	0.94
6800	P1_I9_M1	0.83
6801	P1_I9_M1	0.92
6802	P1_I9_M1	0.9
6803	P1_I9_M2	0.93
6804	UNCLASSIFIED	NA
6805	P2_I6_M1	0.87
6806	UNCLASSIFIED	NA
6807	UNCLASSIFIED	NA
6808	P1_I9_M6	0.89
6809	UNCLASSIFIED	NA
6810	UNCLASSIFIED	NA
6811	UNCLASSIFIED	NA
6812	P1_I9_M2	0.84
6813	P2_I6_M6	0.88
6814	P1_I9_M4	0.87
6815	P1_I9_M1	0.85
6816	UNCLASSIFIED	NA
6817	P1_I9_M2	0.97
6818	P1_I9_M1	0.98
6819	UNCLASSIFIED	NA
6820	UNCLASSIFIED	NA
6821	P1_I9_M1	0.91
6822	P1_I9_M2	0.96
6823	UNCLASSIFIED	NA
6824	P1_I9_M2	0.85
6825	UNCLASSIFIED	NA
6826	P3_I5_M3	0.81
6827	P3_I5_M3	0.82
6828	P2_I6_M7	0.87
6829	P1_I9_M6	0.81
6830	P1_I9_M1	0.96
6831	UNCLASSIFIED	NA
6832	UNCLASSIFIED	NA
6833	P2_I6_M7	0.83
6834	P1_I9_M2	0.86
6835	P1_I9_M1	0.81
6836	UNCLASSIFIED	NA
6837	UNCLASSIFIED	NA
6838	P1_I9_M2	0.98
6839	P1_I9_M2	0.85
6840	UNCLASSIFIED	NA
6841	UNCLASSIFIED	NA
6842	UNCLASSIFIED	NA
6843	P1_I9_M1	0.97
6844	P1_I9_M3	0.83
6845	P1_I9_M3	0.81
6846	P1_I9_M2	0.97
6847	UNCLASSIFIED	NA
6848	UNCLASSIFIED	NA
6849	UNCLASSIFIED	NA
6850	P1_I9_M2	0.91
6851	P1_I9_M1	0.84
6852	UNCLASSIFIED	NA
6853	UNCLASSIFIED	NA
6854	P1_I9_M2	0.92
6855	UNCLASSIFIED	NA
6856	UNCLASSIFIED	NA
6857	UNCLASSIFIED	NA
6858	UNCLASSIFIED	NA
6859	UNCLASSIFIED	NA
6860	P1_I9_M2	0.92
6861	P2_I6_M4	0.85
6862	P2_I6_M7	0.92
6863	P1_I9_M2	0.93
6864	P2_I6_M7	0.86
6865	UNCLASSIFIED	NA
6866	P1_I9_M5	0.83
6867	UNCLASSIFIED	NA
6868	P2_I6_M11	0.93
6869	P2_I6_M10	0.81
6870	P1_I9_M1	0.83
6871	P1_I9_M1	0.89
6872	P1_I9_M1	0.88
6873	UNCLASSIFIED	NA
6874	P1_I9_M5	0.86
6875	P2_I6_M9	0.91
6876	UNCLASSIFIED	NA
6877	P2_I6_M1	0.92
6878	UNCLASSIFIED	NA
6879	P2_I6_M6	0.83
6880	UNCLASSIFIED	NA
6881	P1_I9_M2	0.83
6882	P3_I5_M2	0.87
6883	UNCLASSIFIED	NA
6884	UNCLASSIFIED	NA
6885	P1_I9_M1	0.85
6886	UNCLASSIFIED	NA
6887	UNCLASSIFIED	NA
6888	P2_I6_M1	0.82
6889	UNCLASSIFIED	NA
6890	P1_I9_M2	0.87
6891	P1_I9_M1	0.95
6892	P3_I5_M3	0.96
6893	UNCLASSIFIED	NA
6894	UNCLASSIFIED	NA
6895	P1_I9_M2	0.91
6896	P1_I9_M4	0.9
6897	UNCLASSIFIED	NA
6898	P1_I9_M4	0.93
6899	P1_I9_M2	0.9
6900	UNCLASSIFIED	NA
6901	P2_I6_M6	0.85
6902	P2_I6_M7	0.89
6903	P2_I6_M5	0.89
6904	P1_I9_M5	0.88
6905	P1_I9_M5	0.93
6906	UNCLASSIFIED	NA
6907	P1_I9_M2	0.96
6908	P1_I9_M2	0.96
6909	UNCLASSIFIED	NA
6910	P2_I6_M2	0.95
6911	UNCLASSIFIED	NA
6912	P2_I6_M4	0.86
6913	P1_I9_M1	0.86
6914	P1_I9_M1	0.91
6915	UNCLASSIFIED	NA
6916	UNCLASSIFIED	NA
6917	UNCLASSIFIED	NA
6918	P1_I9_M1	0.87
6919	UNCLASSIFIED	NA
6920	UNCLASSIFIED	NA
6921	P1_I9_M3	0.88
6922	P1_I9_M2	0.83
6923	P2_I6_M2	0.8
6924	P1_I9_M1	0.93
6925	UNCLASSIFIED	NA
6926	P1_I9_M2	0.89
6927	UNCLASSIFIED	NA
6928	UNCLASSIFIED	NA
6929	UNCLASSIFIED	NA
6930	P1_I9_M2	0.84
6931	P2_I6_M2	0.89
6932	P1_I9_M1	0.82
6933	P2_I6_M8	0.98
6934	P1_I9_M4	0.95
6935	UNCLASSIFIED	NA
6936	UNCLASSIFIED	NA
6937	UNCLASSIFIED	NA
6938	UNCLASSIFIED	NA
6939	UNCLASSIFIED	NA
6940	UNCLASSIFIED	NA
6941	UNCLASSIFIED	NA
6942	UNCLASSIFIED	NA
6943	P2_I6_M6	0.88
6944	P1_I9_M1	0.97
6945	P2_I6_M6	0.84
6946	P2_I6_M6	0.92
6947	P2_I6_M3	0.84
6948	P1_I9_M1	0.96
6949	UNCLASSIFIED	NA
6950	P1_I9_M1	0.98
6951	P1_I9_M1	0.98
6952	UNCLASSIFIED	NA
6953	UNCLASSIFIED	NA
6954	UNCLASSIFIED	NA
6955	P2_I6_M1	0.83
6956	P1_I9_M2	0.85
6957	P2_I6_M1	0.89
6958	UNCLASSIFIED	NA
6959	P1_I9_M3	0.88
6960	P1_I9_M5	0.86
6961	P2_I6_M11	0.83
6962	P1_I9_M1	0.93
6963	UNCLASSIFIED	NA
6964	P1_I9_M1	0.91
6965	P1_I9_M1	0.92
6966	UNCLASSIFIED	NA
6967	P1_I9_M5	0.87
6968	P1_I9_M2	0.87
6969	P1_I9_M3	0.87
6970	P2_I6_M11	0.89
6971	UNCLASSIFIED	NA
6972	P1_I9_M2	0.82
6973	P2_I6_M1	0.82
6974	P2_I6_M11	0.87
6975	P4_I3_M1	0.82
6976	P2_I6_M6	0.81
6977	UNCLASSIFIED	NA
6978	UNCLASSIFIED	NA
6979	UNCLASSIFIED	NA
6980	P1_I9_M1	0.83
6981	P2_I6_M6	0.91
6982	P2_I6_M6	0.88
6983	P2_I6_M1	0.87
6984	P2_I6_M1	0.85
6985	UNCLASSIFIED	NA
6986	UNCLASSIFIED	NA
6987	UNCLASSIFIED	NA
6988	P1_I9_M1	0.89
6989	UNCLASSIFIED	NA
6990	UNCLASSIFIED	NA
6991	UNCLASSIFIED	NA
6992	UNCLASSIFIED	NA
6993	P2_I6_M8	0.83
6994	UNCLASSIFIED	NA
6995	P1_I9_M2	0.83
6996	P1_I9_M1	0.84
6997	P1_I9_M2	0.86
6998	UNCLASSIFIED	NA
6999	P2_I6_M1	0.84
7000	UNCLASSIFIED	NA
7001	UNCLASSIFIED	NA
7002	P2_I6_M4	0.9
7003	P1_I9_M1	0.86
7004	UNCLASSIFIED	NA
7005	UNCLASSIFIED	NA
7006	UNCLASSIFIED	NA
7007	P2_I6_M8	0.9
7008	P1_I9_M1	0.92
7009	UNCLASSIFIED	NA
7010	P2_I6_M2	0.92
7011	P1_I9_M2	0.81
7012	P1_I9_M1	0.9
7013	P2_I6_M2	0.81
7014	UNCLASSIFIED	NA
7015	P2_I6_M5	0.89
7016	UNCLASSIFIED	NA
7017	UNCLASSIFIED	NA
7018	UNCLASSIFIED	NA
7019	P2_I6_M8	0.95
7020	P1_I9_M1	0.9
7021	P1_I9_M2	0.88
7022	P1_I9_M3	0.8
7023	UNCLASSIFIED	NA
7024	UNCLASSIFIED	NA
7025	UNCLASSIFIED	NA
7026	UNCLASSIFIED	NA
7027	P1_I9_M1	0.83
7028	P2_I6_M5	0.87
7029	UNCLASSIFIED	NA
7030	P1_I9_M2	0.98
7031	UNCLASSIFIED	NA
7032	P1_I9_M2	0.93
7033	P1_I9_M1	0.94
7034	P1_I9_M1	0.91
7035	UNCLASSIFIED	NA
7036	P1_I9_M4	0.84
7037	UNCLASSIFIED	NA
7038	P1_I9_M1	0.99
7039	UNCLASSIFIED	NA
7040	UNCLASSIFIED	NA
7041	UNCLASSIFIED	NA
7042	UNCLASSIFIED	NA
7043	UNCLASSIFIED	NA
7044	P1_I9_M6	0.95
7045	UNCLASSIFIED	NA
7046	UNCLASSIFIED	NA
7047	P1_I9_M1	0.99
7048	UNCLASSIFIED	NA
7049	P1_I9_M1	0.86
7050	UNCLASSIFIED	NA
7051	P1_I9_M2	0.9
7052	P3_I5_M2	0.9
7053	UNCLASSIFIED	NA
7054	UNCLASSIFIED	NA
7055	UNCLASSIFIED	NA
7056	UNCLASSIFIED	NA
7057	P1_I9_M2	0.88
7058	P1_I9_M2	0.93
7059	UNCLASSIFIED	NA
7060	UNCLASSIFIED	NA
7061	P1_I9_M1	0.81
7062	P2_I6_M6	0.89
7063	UNCLASSIFIED	NA
7064	P1_I9_M1	0.82
7065	UNCLASSIFIED	NA
7066	UNCLASSIFIED	NA
7067	UNCLASSIFIED	NA
7068	UNCLASSIFIED	NA
7069	P1_I9_M1	0.94
7070	UNCLASSIFIED	NA
7071	P1_I9_M1	0.96
7072	UNCLASSIFIED	NA
7073	UNCLASSIFIED	NA
7074	P2_I6_M6	0.92
7075	UNCLASSIFIED	NA
7076	P1_I9_M1	0.82
7077	P2_I6_M1	0.85
7078	UNCLASSIFIED	NA
7079	P1_I9_M3	0.93
7080	P1_I9_M1	0.93
7081	P1_I9_M2	0.96
7082	UNCLASSIFIED	NA
7083	P1_I9_M1	0.95
7084	UNCLASSIFIED	NA
7085	UNCLASSIFIED	NA
7086	UNCLASSIFIED	NA
7087	UNCLASSIFIED	NA
7088	UNCLASSIFIED	NA
7089	UNCLASSIFIED	NA
7090	P1_I9_M6	0.82
7091	P1_I9_M6	0.94
7092	P1_I9_M2	0.96
7093	UNCLASSIFIED	NA
7094	UNCLASSIFIED	NA
7095	UNCLASSIFIED	NA
7096	UNCLASSIFIED	NA
7097	UNCLASSIFIED	NA
7098	P1_I9_M2	0.95
7099	UNCLASSIFIED	NA
7100	UNCLASSIFIED	NA
7101	P1_I9_M2	0.81
7102	P1_I9_M2	0.84
7103	P1_I9_M1	0.93
7104	P2_I6_M5	0.85
7105	UNCLASSIFIED	NA
7106	P2_I6_M7	0.84
7107	UNCLASSIFIED	NA
7108	P2_I6_M5	0.87
7109	P1_I9_M2	0.88
7110	P2_I6_M5	0.89
7111	P1_I9_M1	0.97
7112	UNCLASSIFIED	NA
7113	UNCLASSIFIED	NA
7114	P1_I9_M2	0.83
7115	P1_I9_M2	0.91
7116	P2_I6_M7	0.91
7117	P2_I6_M7	0.81
7118	P2_I6_M7	0.83
7119	P1_I9_M1	0.88
7120	P2_I6_M11	0.93
7121	P2_I6_M7	0.87
7122	P1_I9_M1	0.88
7123	P2_I6_M11	0.95
7124	P1_I9_M3	0.88
7125	P1_I9_M2	0.96
7126	P1_I9_M1	0.98
7127	P1_I9_M1	0.98
7128	UNCLASSIFIED	NA
7129	P1_I9_M1	0.96
7130	P2_I6_M2	0.85
7131	P1_I9_M2	0.97
7132	P1_I9_M1	0.88
7133	UNCLASSIFIED	NA
7134	P1_I9_M1	0.96
7135	P1_I9_M1	0.95
7136	P1_I9_M3	0.87
7137	UNCLASSIFIED	NA
7138	UNCLASSIFIED	NA
7139	UNCLASSIFIED	NA
7140	UNCLASSIFIED	NA
7141	P2_I6_M5	0.84
7142	UNCLASSIFIED	NA
7143	UNCLASSIFIED	NA
7144	P1_I9_M3	0.95
7145	P1_I9_M2	0.95
7146	UNCLASSIFIED	NA
7147	P2_I6_M4	0.8
7148	P2_I6_M5	0.81
7149	P1_I9_M6	0.96
7150	P1_I9_M2	0.97
7151	P2_I6_M6	0.93
7152	UNCLASSIFIED	NA
7153	P1_I9_M2	0.94
7154	P1_I9_M4	0.87
7155	P2_I6_M11	0.81
7156	P2_I6_M1	0.93
7157	UNCLASSIFIED	NA
7158	UNCLASSIFIED	NA
7159	P2_I6_M7	0.84
7160	UNCLASSIFIED	NA
7161	UNCLASSIFIED	NA
7162	P1_I9_M1	0.96
7163	UNCLASSIFIED	NA
7164	P1_I9_M3	0.89
7165	UNCLASSIFIED	NA
7166	P1_I9_M2	0.85
7167	P1_I9_M1	0.98
7168	UNCLASSIFIED	NA
7169	P1_I9_M1	0.97
7170	P2_I6_M2	0.9
7171	UNCLASSIFIED	NA
7172	P1_I9_M1	0.94
7173	UNCLASSIFIED	NA
7174	UNCLASSIFIED	NA
7175	P1_I9_M2	0.95
7176	P2_I6_M7	0.94
7177	UNCLASSIFIED	NA
7178	UNCLASSIFIED	NA
7179	P2_I6_M3	0.92
7180	P1_I9_M2	0.97
7181	UNCLASSIFIED	NA
7182	P1_I9_M1	0.93
7183	UNCLASSIFIED	NA
7184	P1_I9_M5	0.81
7185	P1_I9_M1	0.97
7186	P1_I9_M3	0.9
7187	UNCLASSIFIED	NA
7188	UNCLASSIFIED	NA
7189	UNCLASSIFIED	NA
7190	P1_I9_M3	0.86
7191	P1_I9_M2	0.91
7192	P1_I9_M2	0.85
7193	P1_I9_M6	0.9
7194	UNCLASSIFIED	NA
7195	P1_I9_M1	0.95
7196	P4_I3_M1	0.82
7197	P2_I6_M2	0.82
7198	P1_I9_M1	0.91
7199	P1_I9_M1	0.94
7200	P4_I3_M1	0.8
7201	UNCLASSIFIED	NA
7202	P1_I9_M2	0.9
7203	UNCLASSIFIED	NA
7204	P1_I9_M2	0.95
7205	P2_I6_M4	0.96
7206	UNCLASSIFIED	NA
7207	UNCLASSIFIED	NA
7208	UNCLASSIFIED	NA
7209	UNCLASSIFIED	NA
7210	P1_I9_M1	0.97
7211	P2_I6_M9	0.81
7212	P1_I9_M1	0.98
7213	P1_I9_M2	0.96
7214	UNCLASSIFIED	NA
7215	P1_I9_M1	0.98
7216	P1_I9_M1	0.88
7217	P2_I6_M1	0.81
7218	P1_I9_M2	0.82
7219	P1_I9_M2	0.88
7220	P1_I9_M2	0.83
7221	UNCLASSIFIED	NA
7222	P1_I9_M1	0.88
7223	UNCLASSIFIED	NA
7224	P2_I6_M3	0.95
7225	UNCLASSIFIED	NA
7226	P1_I9_M1	0.91
7227	P1_I9_M2	0.91
7228	UNCLASSIFIED	NA
7229	UNCLASSIFIED	NA
7230	UNCLASSIFIED	NA
7231	P2_I6_M2	0.86
7232	P2_I6_M5	0.89
7233	P1_I9_M1	0.97
7234	UNCLASSIFIED	NA
7235	P1_I9_M1	0.95
7236	UNCLASSIFIED	NA
7237	P2_I6_M3	0.87
7238	P2_I6_M1	0.86
7239	UNCLASSIFIED	NA
7240	P1_I9_M2	0.84
7241	UNCLASSIFIED	NA
7242	UNCLASSIFIED	NA
7243	P1_I9_M3	0.86
7244	P2_I6_M11	0.84
7245	UNCLASSIFIED	NA
7246	UNCLASSIFIED	NA
7247	P2_I6_M7	0.85
7248	UNCLASSIFIED	NA
7249	UNCLASSIFIED	NA
7250	UNCLASSIFIED	NA
7251	P1_I9_M2	0.92
7252	P3_I5_M2	0.83
7253	UNCLASSIFIED	NA
7254	UNCLASSIFIED	NA
7255	UNCLASSIFIED	NA
7256	UNCLASSIFIED	NA
7257	UNCLASSIFIED	NA
7258	P2_I6_M4	0.88
7259	P1_I9_M1	0.98
7260	P1_I9_M2	0.97
7261	UNCLASSIFIED	NA
7262	P1_I9_M2	0.94
7263	UNCLASSIFIED	NA
7264	UNCLASSIFIED	NA
7265	UNCLASSIFIED	NA
7266	P2_I6_M2	0.82
7267	UNCLASSIFIED	NA
7268	P2_I6_M7	0.92
7269	P1_I9_M2	0.92
7270	P1_I9_M1	0.83
7271	UNCLASSIFIED	NA
7272	UNCLASSIFIED	NA
7273	P1_I9_M2	0.8
7274	UNCLASSIFIED	NA
7275	UNCLASSIFIED	NA
7276	UNCLASSIFIED	NA
7277	P1_I9_M2	0.89
7278	UNCLASSIFIED	NA
7279	P1_I9_M2	0.95
7280	UNCLASSIFIED	NA
7281	P1_I9_M1	0.81
7282	P1_I9_M1	0.85
7283	UNCLASSIFIED	NA
7284	P2_I6_M5	0.84
7285	P1_I9_M1	0.92
7286	UNCLASSIFIED	NA
7287	UNCLASSIFIED	NA
7288	P1_I9_M2	0.87
7289	P2_I6_M5	0.84
7290	UNCLASSIFIED	NA
7291	P2_I6_M1	0.85
7292	UNCLASSIFIED	NA
7293	P2_I6_M2	0.92
7294	P3_I5_M2	0.84
7295	P2_I6_M7	0.84
7296	P2_I6_M4	0.83
7297	P1_I9_M1	0.85
7298	UNCLASSIFIED	NA
7299	P2_I6_M1	0.8
7300	P1_I9_M4	0.94
7301	UNCLASSIFIED	NA
7302	P1_I9_M3	0.88
7303	UNCLASSIFIED	NA
7304	UNCLASSIFIED	NA
